Season,Race,DriverID,FastestPracticeLap,AvgPracticeLap
2021,Qatar Grand Prix,mazepin,87.5,109.16771428571428
2021,Qatar Grand Prix,gasly,82.721,102.89765000000001
2021,Qatar Grand Prix,perez,82.846,104.6353953488372
2021,Qatar Grand Prix,alonso,83.186,100.47936
2021,Qatar Grand Prix,leclerc,83.276,110.44105555555555
2021,Qatar Grand Prix,stroll,83.705,105.02493023255815
2021,Qatar Grand Prix,tsunoda,83.567,107.09155555555556
2021,Qatar Grand Prix,ocon,83.209,106.46227868852458
2021,Qatar Grand Prix,max_verstappen,82.651,105.18461904761905
2021,Qatar Grand Prix,hamilton,82.388,106.08613953488371
2021,Qatar Grand Prix,mick_schumacher,84.68,105.41784210526316
2021,Qatar Grand Prix,sainz,83.048,107.48719298245615
2021,Qatar Grand Prix,russell,83.923,103.2405593220339
2021,Qatar Grand Prix,bottas,82.31,105.07426923076923
2021,Qatar Grand Prix,giovinazzi,84.288,107.03344897959184
2021,Saudi Arabian Grand Prix,ricciardo,89.717,106.58611111111111
2021,Saudi Arabian Grand Prix,norris,89.3,109.83215555555556
2021,Saudi Arabian Grand Prix,vettel,90.296,106.35067346938776
2021,Saudi Arabian Grand Prix,latifi,90.366,109.46685714285715
2021,Saudi Arabian Grand Prix,raikkonen,89.689,109.39391803278687
2021,Saudi Arabian Grand Prix,mazepin,90.979,113.18915094339621
2021,Saudi Arabian Grand Prix,gasly,88.715,113.66932786885245
2021,Saudi Arabian Grand Prix,perez,88.629,113.93728333333334
2021,Saudi Arabian Grand Prix,alonso,89.418,105.93795
2021,Saudi Arabian Grand Prix,leclerc,89.101,109.62536538461539
2021,Saudi Arabian Grand Prix,stroll,90.03,107.80770212765958
2021,Saudi Arabian Grand Prix,tsunoda,88.641,107.59490909090908
2021,Saudi Arabian Grand Prix,ocon,89.177,108.15525862068965
2021,Saudi Arabian Grand Prix,max_verstappen,88.1,109.78046511627907
2021,Saudi Arabian Grand Prix,hamilton,88.314,106.44427272727272
2021,Saudi Arabian Grand Prix,mick_schumacher,90.652,106.45718749999999
2021,Saudi Arabian Grand Prix,sainz,89.149,108.25095833333334
2021,Saudi Arabian Grand Prix,russell,90.034,107.73137931034483
2021,Saudi Arabian Grand Prix,bottas,89.019,107.98460377358491
2021,Saudi Arabian Grand Prix,giovinazzi,89.59,107.28950980392158
2021,Abu Dhabi Grand Prix,ricciardo,84.733,100.01231147540985
2021,Abu Dhabi Grand Prix,norris,84.106,100.17136206896552
