Season,Race,DriverID,QualiGridPos,RaceGridPos,RacePosition,Q1_Rank,Q2_Rank,QualiStage
2023,Monaco Grand Prix,hamilton,6.0,5.0,4.0,7.0,5.0,3
2023,Monaco Grand Prix,sainz,5.0,4.0,8.0,4.0,7.0,3
2023,Spanish Grand Prix,gasly,4.0,10.0,10.0,7.0,9.0,3
2023,Spanish Grand Prix,alonso,9.0,8.0,7.0,12.0,8.0,3
2023,Spanish Grand Prix,stroll,6.0,5.0,6.0,13.0,7.0,3
2023,Spanish Grand Prix,hulkenberg,8.0,7.0,15.0,5.0,10.0,3
2023,Spanish Grand Prix,ocon,7.0,6.0,8.0,6.0,5.0,3
2023,Spanish Grand Prix,hamilton,5.0,4.0,2.0,1.0,4.0,3
2023,Spanish Grand Prix,piastri,10.0,9.0,13.0,11.0,6.0,3
2023,Canadian Grand Prix,sargeant,19.0,18.0,20.0,19.0,,1
2023,Canadian Grand Prix,alonso,3.0,2.0,2.0,2.0,5.0,3
2023,Canadian Grand Prix,leclerc,11.0,10.0,4.0,5.0,11.0,2
2023,Canadian Grand Prix,stroll,13.0,16.0,9.0,14.0,13.0,2
2023,Canadian Grand Prix,kevin_magnussen,14.0,13.0,17.0,13.0,14.0,2
2023,Canadian Grand Prix,de_vries,18.0,17.0,18.0,18.0,,1
2023,Canadian Grand Prix,tsunoda,16.0,19.0,14.0,16.0,,1
2023,Canadian Grand Prix,hulkenberg,2.0,5.0,15.0,15.0,8.0,3
2023,Canadian Grand Prix,sainz,8.0,11.0,5.0,11.0,6.0,3
2023,Canadian Grand Prix,bottas,15.0,14.0,10.0,12.0,15.0,2
2023,Canadian Grand Prix,piastri,9.0,8.0,11.0,10.0,4.0,3
2023,Canadian Grand Prix,gasly,17.0,15.0,12.0,17.0,,1
2023,Canadian Grand Prix,albon,10.0,9.0,7.0,6.0,1.0,3
2023,Canadian Grand Prix,hamilton,4.0,3.0,3.0,3.0,10.0,3
2023,Canadian Grand Prix,russell,5.0,4.0,19.0,4.0,7.0,3
2023,British Grand Prix,bottas,15.0,20.0,12.0,11.0,,2
2023,Belgian Grand Prix,perez,3.0,2.0,2.0,6.0,7.0,3
2023,Belgian Grand Prix,leclerc,2.0,1.0,3.0,1.0,3.0,3
2023,Belgian Grand Prix,kevin_magnussen,13.0,16.0,15.0,13.0,11.0,2
2023,Belgian Grand Prix,albon,16.0,15.0,14.0,14.0,,1
2023,Belgian Grand Prix,ocon,15.0,14.0,8.0,10.0,13.0,2
2023,Belgian Grand Prix,hamilton,4.0,3.0,4.0,2.0,6.0,3
2023,Belgian Grand Prix,sainz,5.0,4.0,19.0,3.0,2.0,3
2023,Belgian Grand Prix,bottas,14.0,13.0,12.0,9.0,12.0,2
2023,Belgian Grand Prix,piastri,6.0,5.0,20.0,5.0,1.0,3
2023,Dutch Grand Prix,kevin_magnussen,18.0,20.0,16.0,18.0,,1
2023,Dutch Grand Prix,tsunoda,14.0,17.0,15.0,9.0,14.0,2
2023,Dutch Grand Prix,zhou,16.0,15.0,18.0,16.0,,1
2023,Dutch Grand Prix,hulkenberg,15.0,14.0,12.0,11.0,15.0,2
2023,Dutch Grand Prix,ocon,17.0,16.0,10.0,17.0,,1
2023,Dutch Grand Prix,bottas,19.0,18.0,14.0,19.0,,1
2023,Dutch Grand Prix,lawson,20.0,19.0,13.0,20.0,,1
2023,Qatar Grand Prix,sargeant,16.0,15.0,18.0,16.0,,1
2023,Qatar Grand Prix,perez,13.0,20.0,10.0,11.0,13.0,2
2023,Qatar Grand Prix,stroll,17.0,16.0,11.0,17.0,,1
2023,Qatar Grand Prix,kevin_magnussen,19.0,18.0,14.0,19.0,,1
2023,Qatar Grand Prix,albon,14.0,13.0,13.0,15.0,14.0,2
2023,Qatar Grand Prix,zhou,20.0,19.0,9.0,20.0,,1
2023,Qatar Grand Prix,hulkenberg,15.0,14.0,16.0,10.0,15.0,2
2023,Qatar Grand Prix,lawson,18.0,17.0,17.0,18.0,,1
2023,United States Grand Prix,sargeant,20.0,16.0,10.0,20.0,,1
2023,United States Grand Prix,ricciardo,15.0,14.0,15.0,15.0,15.0,2
2023,United States Grand Prix,alonso,17.0,19.0,16.0,17.0,,1
2023,United States Grand Prix,stroll,19.0,20.0,7.0,19.0,,1
2023,United States Grand Prix,kevin_magnussen,14.0,17.0,14.0,7.0,14.0,2
2023,United States Grand Prix,albon,18.0,15.0,9.0,18.0,,1
2023,United States Grand Prix,hulkenberg,16.0,18.0,11.0,16.0,,1
2023,Mexico City Grand Prix,norris,19.0,17.0,5.0,19.0,,1
2023,Mexico City Grand Prix,stroll,18.0,20.0,17.0,18.0,,1
2023,Mexico City Grand Prix,ocon,16.0,15.0,10.0,16.0,,1
2023,Mexico City Grand Prix,kevin_magnussen,17.0,16.0,19.0,17.0,,1
2023,Mexico City Grand Prix,tsunoda,15.0,18.0,12.0,11.0,,2
2023,São Paulo Grand Prix,norris,7.0,6.0,2.0,11.0,1.0,3
2023,São Paulo Grand Prix,gasly,13.0,15.0,7.0,15.0,13.0,2
2023,São Paulo Grand Prix,kevin_magnussen,14.0,12.0,18.0,8.0,14.0,2
2023,São Paulo Grand Prix,albon,15.0,13.0,19.0,10.0,15.0,2
2023,São Paulo Grand Prix,ocon,12.0,14.0,10.0,14.0,12.0,2
2023,São Paulo Grand Prix,sainz,8.0,7.0,6.0,12.0,5.0,3
2023,São Paulo Grand Prix,russell,6.0,8.0,15.0,1.0,8.0,3
2023,Las Vegas Grand Prix,max_verstappen,3.0,2.0,1.0,4.0,5.0,3
2023,Las Vegas Grand Prix,ricciardo,15.0,14.0,14.0,15.0,15.0,2
2023,Las Vegas Grand Prix,norris,16.0,15.0,20.0,16.0,,1
2023,Las Vegas Grand Prix,gasly,5.0,4.0,11.0,6.0,4.0,3
2023,Las Vegas Grand Prix,perez,12.0,11.0,3.0,13.0,12.0,2
2023,Las Vegas Grand Prix,kevin_magnussen,9.0,8.0,13.0,9.0,8.0,3
2023,Las Vegas Grand Prix,albon,6.0,5.0,12.0,14.0,6.0,3
2023,Las Vegas Grand Prix,zhou,18.0,17.0,15.0,18.0,,1
2023,Las Vegas Grand Prix,ocon,17.0,16.0,4.0,17.0,,1
2023,Las Vegas Grand Prix,hamilton,11.0,10.0,7.0,8.0,11.0,2
2023,Las Vegas Grand Prix,sainz,2.0,12.0,6.0,2.0,2.0,3
2023,Las Vegas Grand Prix,russell,4.0,3.0,8.0,3.0,3.0,3
2023,Las Vegas Grand Prix,bottas,8.0,7.0,17.0,7.0,10.0,3
2023,Las Vegas Grand Prix,piastri,19.0,18.0,10.0,19.0,,1
2023,Las Vegas Grand Prix,sargeant,7.0,6.0,16.0,12.0,9.0,3
2023,Las Vegas Grand Prix,alonso,10.0,9.0,9.0,10.0,7.0,3
2023,Las Vegas Grand Prix,stroll,14.0,19.0,5.0,11.0,14.0,2
2024,Australian Grand Prix,norris,4.0,3.0,3.0,11.0,7.0,3
2024,Australian Grand Prix,perez,3.0,6.0,5.0,2.0,5.0,3
2024,Australian Grand Prix,leclerc,5.0,4.0,2.0,4.0,2.0,3
2024,Australian Grand Prix,piastri,6.0,5.0,4.0,9.0,4.0,3
2024,Miami Grand Prix,ricciardo,18.0,20.0,15.0,18.0,,1
2024,Miami Grand Prix,kevin_magnussen,19.0,18.0,19.0,19.0,,1
2024,Miami Grand Prix,zhou,20.0,19.0,14.0,20.0,,1
2024,Emilia Romagna Grand Prix,norris,3.0,2.0,2.0,5.0,4.0,3
2024,Emilia Romagna Grand Prix,alonso,19.0,20.0,19.0,19.0,,1
2024,Emilia Romagna Grand Prix,leclerc,4.0,3.0,3.0,2.0,2.0,3
2024,Emilia Romagna Grand Prix,sainz,5.0,4.0,5.0,7.0,6.0,3
2024,Emilia Romagna Grand Prix,piastri,2.0,5.0,4.0,6.0,5.0,3
2024,Monaco Grand Prix,kevin_magnussen,15.0,20.0,20.0,12.0,15.0,2
2024,Monaco Grand Prix,hulkenberg,14.0,19.0,19.0,14.0,12.0,2
2024,Canadian Grand Prix,hulkenberg,19.0,17.0,11.0,19.0,,1
2024,Canadian Grand Prix,bottas,17.0,19.0,13.0,17.0,,1
2024,Spanish Grand Prix,sargeant,20.0,19.0,20.0,20.0,,1
2024,Spanish Grand Prix,perez,8.0,11.0,8.0,8.0,8.0,3
2024,Spanish Grand Prix,alonso,11.0,10.0,12.0,9.0,11.0,2
2024,Spanish Grand Prix,albon,19.0,20.0,18.0,19.0,,1
2024,Spanish Grand Prix,ocon,9.0,8.0,10.0,11.0,10.0,3
2024,Spanish Grand Prix,piastri,10.0,9.0,7.0,7.0,6.0,3
2024,British Grand Prix,gasly,20.0,19.0,20.0,20.0,,1
2024,British Grand Prix,perez,19.0,20.0,17.0,19.0,,1
2024,Belgian Grand Prix,max_verstappen,1.0,11.0,4.0,3.0,1.0,3
2024,Belgian Grand Prix,sargeant,19.0,18.0,17.0,19.0,,1
2024,Belgian Grand Prix,norris,5.0,4.0,5.0,12.0,8.0,3
2024,Belgian Grand Prix,perez,3.0,2.0,7.0,4.0,10.0,3
2024,Belgian Grand Prix,alonso,9.0,8.0,8.0,10.0,7.0,3
2024,Belgian Grand Prix,leclerc,2.0,1.0,3.0,6.0,6.0,3
2024,Belgian Grand Prix,tsunoda,18.0,20.0,16.0,18.0,,1
2024,Belgian Grand Prix,albon,11.0,10.0,12.0,14.0,11.0,2
2024,Belgian Grand Prix,zhou,20.0,19.0,19.0,20.0,,1
2024,Belgian Grand Prix,hamilton,4.0,3.0,1.0,13.0,2.0,3
2024,Belgian Grand Prix,sainz,8.0,7.0,6.0,5.0,4.0,3
2024,Belgian Grand Prix,russell,7.0,6.0,20.0,7.0,3.0,3
2024,Belgian Grand Prix,piastri,6.0,5.0,2.0,1.0,5.0,3
2024,Belgian Grand Prix,ocon,10.0,9.0,9.0,8.0,9.0,3
2024,Dutch Grand Prix,ricciardo,15.0,13.0,12.0,15.0,,2
2024,Dutch Grand Prix,kevin_magnussen,14.0,20.0,18.0,12.0,14.0,2
2024,Dutch Grand Prix,tsunoda,12.0,11.0,17.0,11.0,12.0,2
2024,Dutch Grand Prix,zhou,18.0,17.0,20.0,18.0,,1
2024,Dutch Grand Prix,hulkenberg,13.0,12.0,11.0,14.0,13.0,2
2024,Dutch Grand Prix,ocon,16.0,15.0,15.0,16.0,,1
2024,Dutch Grand Prix,hamilton,11.0,14.0,8.0,5.0,11.0,2
2024,Dutch Grand Prix,bottas,17.0,16.0,19.0,17.0,,1
2024,Azerbaijan Grand Prix,ricciardo,15.0,14.0,13.0,15.0,,2
2024,Azerbaijan Grand Prix,norris,16.0,15.0,4.0,16.0,,1
2024,Azerbaijan Grand Prix,alonso,8.0,7.0,6.0,14.0,5.0,3
2024,Azerbaijan Grand Prix,stroll,14.0,13.0,19.0,12.0,14.0,2
2024,Azerbaijan Grand Prix,tsunoda,12.0,11.0,20.0,10.0,12.0,2
2024,Azerbaijan Grand Prix,albon,10.0,9.0,7.0,2.0,10.0,3
2024,Azerbaijan Grand Prix,zhou,18.0,17.0,14.0,18.0,,1
2024,Azerbaijan Grand Prix,hulkenberg,13.0,12.0,11.0,6.0,13.0,2
2024,Azerbaijan Grand Prix,colapinto,9.0,8.0,8.0,7.0,6.0,3
2024,Azerbaijan Grand Prix,hamilton,7.0,19.0,9.0,4.0,9.0,3
2024,Azerbaijan Grand Prix,bearman,11.0,10.0,10.0,13.0,11.0,2
2024,Azerbaijan Grand Prix,bottas,17.0,16.0,16.0,17.0,,1
2024,Azerbaijan Grand Prix,ocon,19.0,20.0,15.0,19.0,,1
2024,United States Grand Prix,gasly,7.0,6.0,12.0,5.0,8.0,3
2024,United States Grand Prix,perez,10.0,9.0,7.0,9.0,5.0,3
2024,United States Grand Prix,alonso,8.0,7.0,13.0,13.0,9.0,3
2024,United States Grand Prix,stroll,14.0,13.0,15.0,15.0,14.0,2
2024,United States Grand Prix,kevin_magnussen,9.0,8.0,11.0,7.0,10.0,3
2024,United States Grand Prix,tsunoda,11.0,10.0,14.0,11.0,11.0,2
2024,United States Grand Prix,albon,16.0,14.0,16.0,16.0,,1
2024,United States Grand Prix,zhou,20.0,18.0,19.0,20.0,,1
2024,United States Grand Prix,hulkenberg,12.0,11.0,8.0,8.0,12.0,2
2024,United States Grand Prix,lawson,15.0,19.0,9.0,3.0,,2
2024,United States Grand Prix,ocon,13.0,12.0,18.0,14.0,13.0,2
2024,United States Grand Prix,colapinto,17.0,15.0,10.0,17.0,,1
2024,United States Grand Prix,hamilton,19.0,17.0,20.0,19.0,,1
2024,United States Grand Prix,russell,6.0,20.0,6.0,4.0,7.0,3
2024,United States Grand Prix,bottas,18.0,16.0,17.0,18.0,,1
2024,Mexico City Grand Prix,ocon,19.0,20.0,13.0,19.0,,1
2024,Mexico City Grand Prix,zhou,20.0,19.0,15.0,20.0,,1
2024,São Paulo Grand Prix,max_verstappen,12.0,17.0,1.0,1.0,11.0,2
2024,São Paulo Grand Prix,gasly,15.0,13.0,3.0,6.0,15.0,2
2024,São Paulo Grand Prix,perez,13.0,12.0,11.0,8.0,12.0,2
2024,São Paulo Grand Prix,zhou,20.0,19.0,15.0,20.0,,1
2024,São Paulo Grand Prix,hulkenberg,19.0,18.0,20.0,19.0,,1
2024,São Paulo Grand Prix,colapinto,18.0,16.0,17.0,18.0,,1
2024,São Paulo Grand Prix,hamilton,16.0,14.0,10.0,16.0,,1
2024,São Paulo Grand Prix,bearman,17.0,15.0,12.0,17.0,,1
2024,São Paulo Grand Prix,sainz,14.0,20.0,16.0,11.0,14.0,2
2024,Las Vegas Grand Prix,perez,16.0,15.0,10.0,16.0,,1
2024,Las Vegas Grand Prix,alonso,17.0,16.0,11.0,17.0,,1
2024,Las Vegas Grand Prix,stroll,20.0,18.0,15.0,20.0,,1
2024,Las Vegas Grand Prix,albon,18.0,17.0,19.0,18.0,,1
2024,Las Vegas Grand Prix,lawson,15.0,14.0,16.0,15.0,15.0,2
2024,Las Vegas Grand Prix,colapinto,14.0,20.0,14.0,9.0,14.0,2
2024,Qatar Grand Prix,max_verstappen,1.0,2.0,1.0,5.0,1.0,3
2024,Qatar Grand Prix,russell,2.0,1.0,4.0,1.0,4.0,3
2024,Abu Dhabi Grand Prix,gasly,6.0,5.0,7.0,5.0,4.0,3
2024,Abu Dhabi Grand Prix,leclerc,14.0,19.0,3.0,1.0,14.0,2
2024,Abu Dhabi Grand Prix,kevin_magnussen,15.0,14.0,16.0,7.0,15.0,2
2024,Abu Dhabi Grand Prix,zhou,17.0,15.0,13.0,17.0,,1
2024,Abu Dhabi Grand Prix,hulkenberg,4.0,7.0,8.0,11.0,3.0,3
2024,Abu Dhabi Grand Prix,colapinto,19.0,20.0,19.0,19.0,,1
2024,Abu Dhabi Grand Prix,hamilton,18.0,16.0,4.0,18.0,,1
2024,Abu Dhabi Grand Prix,doohan,20.0,17.0,15.0,20.0,,1
2024,Abu Dhabi Grand Prix,russell,7.0,6.0,5.0,9.0,8.0,3
2024,Abu Dhabi Grand Prix,max_verstappen,5.0,4.0,6.0,4.0,2.0,3
2024,Abu Dhabi Grand Prix,albon,16.0,18.0,11.0,16.0,,1
