Season,Race,DriverID,Q1Time,Q2Time,Q3Time,GridPos
2024,Miami Grand Prix,sargeant,88.487,,,17.0
2024,Miami Grand Prix,ricciardo,88.617,,,18.0
2024,Miami Grand Prix,kevin_magnussen,88.619,,,19.0
2024,Miami Grand Prix,zhou,88.824,,,20.0
2024,Emilia Romagna Grand Prix,max_verstappen,75.762,75.176,74.746,1.0
2024,Emilia Romagna Grand Prix,piastri,75.94,75.407,74.82,2.0
2024,Emilia Romagna Grand Prix,norris,75.915,75.371,74.837,3.0
2024,Emilia Romagna Grand Prix,leclerc,75.823,75.328,74.97,4.0
2024,Emilia Romagna Grand Prix,sainz,76.015,75.512,75.233,5.0
2024,Emilia Romagna Grand Prix,russell,76.107,75.671,75.234,6.0
2024,Emilia Romagna Grand Prix,tsunoda,75.894,75.358,75.465,7.0
2024,Emilia Romagna Grand Prix,hamilton,76.604,75.677,75.504,8.0
2024,Emilia Romagna Grand Prix,ricciardo,76.06,75.691,75.674,9.0
2024,Emilia Romagna Grand Prix,hulkenberg,75.841,75.569,75.98,10.0
2024,Emilia Romagna Grand Prix,perez,76.404,75.706,,11.0
2024,Emilia Romagna Grand Prix,ocon,76.361,75.906,,12.0
2024,Emilia Romagna Grand Prix,stroll,76.458,75.992,,13.0
2024,Emilia Romagna Grand Prix,albon,76.524,76.2,,14.0
2024,Emilia Romagna Grand Prix,gasly,76.015,76.381,,15.0
2024,Emilia Romagna Grand Prix,bottas,76.626,,,16.0
2024,Emilia Romagna Grand Prix,zhou,76.834,,,17.0
2024,Emilia Romagna Grand Prix,kevin_magnussen,76.854,,,18.0
2024,Emilia Romagna Grand Prix,alonso,76.917,,,19.0
2024,Emilia Romagna Grand Prix,sargeant,,,,20.0
2024,Monaco Grand Prix,leclerc,71.584,70.825,70.27,1.0
2024,Monaco Grand Prix,piastri,71.5,70.756,70.424,2.0
2024,Monaco Grand Prix,sainz,71.543,71.075,70.518,3.0
2024,Monaco Grand Prix,norris,71.76,70.732,70.542,4.0
2024,Monaco Grand Prix,russell,71.492,70.929,70.543,5.0
2024,Monaco Grand Prix,max_verstappen,71.711,70.745,70.567,6.0
2024,Monaco Grand Prix,hamilton,71.528,71.056,70.621,7.0
2024,Monaco Grand Prix,tsunoda,71.852,71.106,70.858,8.0
2024,Monaco Grand Prix,albon,71.623,71.216,70.948,9.0
2024,Monaco Grand Prix,gasly,71.714,70.896,71.311,10.0
2024,Monaco Grand Prix,ocon,71.887,71.285,,11.0
2024,Monaco Grand Prix,ricciardo,71.785,71.482,,12.0
2024,Monaco Grand Prix,stroll,71.728,71.563,,13.0
2024,Monaco Grand Prix,hulkenberg,71.876,71.44,,14.0
2024,Monaco Grand Prix,alonso,72.019,,,14.0
2024,Monaco Grand Prix,sargeant,72.02,,,15.0
2024,Monaco Grand Prix,kevin_magnussen,71.832,71.725,,15.0
2024,Monaco Grand Prix,perez,72.06,,,16.0
2024,Monaco Grand Prix,bottas,72.512,,,17.0
2024,Monaco Grand Prix,zhou,73.028,,,18.0
2024,Canadian Grand Prix,russell,73.013,71.742,72.0,1.0
2024,Canadian Grand Prix,max_verstappen,72.36,72.549,72.0,2.0
2024,Canadian Grand Prix,norris,72.959,72.201,72.021,3.0
2024,Canadian Grand Prix,piastri,72.907,72.462,72.103,4.0
2024,Canadian Grand Prix,ricciardo,73.24,72.572,72.178,5.0
2024,Canadian Grand Prix,alonso,73.117,72.635,72.228,6.0
2024,Canadian Grand Prix,hamilton,72.851,71.979,72.28,7.0
2024,Canadian Grand Prix,tsunoda,72.748,72.303,72.414,8.0
2024,Canadian Grand Prix,stroll,73.088,72.659,72.701,9.0
2024,Canadian Grand Prix,albon,72.896,72.485,72.796,10.0
2024,Canadian Grand Prix,leclerc,73.107,72.691,,11.0
2024,Canadian Grand Prix,sainz,73.038,72.728,,12.0
2024,Canadian Grand Prix,sargeant,73.063,72.736,,13.0
2024,Canadian Grand Prix,kevin_magnussen,73.217,72.916,,14.0
2024,Canadian Grand Prix,gasly,73.289,72.94,,15.0
2024,Canadian Grand Prix,perez,73.326,,,16.0
2024,Canadian Grand Prix,bottas,73.366,,,17.0
2024,Canadian Grand Prix,ocon,73.435,,,18.0
2024,Canadian Grand Prix,hulkenberg,73.978,,,19.0
2024,Canadian Grand Prix,zhou,74.292,,,20.0
2024,Spanish Grand Prix,norris,72.386,71.872,71.383,1.0
2024,Spanish Grand Prix,max_verstappen,72.306,71.653,71.403,2.0
2024,Spanish Grand Prix,hamilton,72.143,71.792,71.701,3.0
2024,Spanish Grand Prix,russell,72.456,71.812,71.703,4.0
2024,Spanish Grand Prix,leclerc,72.257,72.038,71.731,5.0
2024,Spanish Grand Prix,sainz,72.403,71.874,71.736,6.0
2024,Spanish Grand Prix,gasly,72.651,72.079,71.857,7.0
2024,Spanish Grand Prix,perez,72.477,72.054,72.061,8.0
2024,Spanish Grand Prix,ocon,72.691,72.109,72.125,9.0
2024,Spanish Grand Prix,piastri,72.46,72.011,,10.0
2024,Spanish Grand Prix,alonso,72.505,72.128,,11.0
2024,Spanish Grand Prix,bottas,72.758,72.227,,12.0
2024,Spanish Grand Prix,hulkenberg,72.708,72.31,,13.0
2024,Spanish Grand Prix,stroll,72.881,72.372,,14.0
2024,Spanish Grand Prix,zhou,72.88,72.738,,15.0
2024,Spanish Grand Prix,kevin_magnussen,72.937,,,16.0
2024,Spanish Grand Prix,tsunoda,72.985,,,17.0
2024,Spanish Grand Prix,ricciardo,73.075,,,18.0
2024,Spanish Grand Prix,albon,73.153,,,19.0
2024,Spanish Grand Prix,sargeant,73.509,,,20.0
2024,Austrian Grand Prix,max_verstappen,65.336,64.469,64.314,1.0
2024,Austrian Grand Prix,norris,65.45,65.103,64.718,2.0
2024,Austrian Grand Prix,russell,65.585,65.016,64.84,3.0
2024,Austrian Grand Prix,sainz,65.263,65.016,64.851,4.0
2024,Austrian Grand Prix,hamilton,65.541,65.053,64.903,5.0
2024,Austrian Grand Prix,leclerc,65.509,65.104,65.044,6.0
2024,Austrian Grand Prix,piastri,65.311,65.07,65.048,7.0
2024,Austrian Grand Prix,perez,65.587,65.144,65.202,8.0
2024,Austrian Grand Prix,hulkenberg,65.596,65.262,65.385,9.0
2024,Austrian Grand Prix,ocon,65.574,65.274,65.883,10.0
2024,Austrian Grand Prix,ricciardo,65.569,65.289,,11.0
2024,Austrian Grand Prix,kevin_magnussen,65.508,65.347,,12.0
2024,Austrian Grand Prix,gasly,65.598,65.359,,13.0
2024,Austrian Grand Prix,tsunoda,65.563,65.412,,14.0
2024,Austrian Grand Prix,alonso,65.656,65.639,,15.0
2024,Austrian Grand Prix,albon,65.736,,,16.0
2024,Austrian Grand Prix,stroll,65.819,,,17.0
2024,Austrian Grand Prix,bottas,65.847,,,18.0
2024,Austrian Grand Prix,sargeant,65.856,,,19.0
2024,Austrian Grand Prix,zhou,66.061,,,20.0
2024,British Grand Prix,russell,90.106,86.723,85.819,1.0
2024,British Grand Prix,hamilton,89.547,86.77,85.99,2.0
2024,British Grand Prix,norris,91.596,86.559,86.03,3.0
2024,British Grand Prix,max_verstappen,91.342,86.796,86.203,4.0
2024,British Grand Prix,piastri,90.895,86.733,86.237,5.0
2024,British Grand Prix,hulkenberg,91.929,86.847,86.338,6.0
2024,British Grand Prix,sainz,90.557,86.843,86.509,7.0
2024,British Grand Prix,stroll,91.41,86.938,86.585,8.0
2024,British Grand Prix,albon,91.135,86.933,86.64,9.0
2024,British Grand Prix,alonso,91.264,86.73,86.917,10.0
2024,British Grand Prix,leclerc,90.496,87.097,,11.0
2024,British Grand Prix,sargeant,91.608,87.175,,12.0
2024,British Grand Prix,tsunoda,90.994,87.269,,13.0
2024,British Grand Prix,zhou,91.19,87.867,,14.0
2024,British Grand Prix,ricciardo,91.291,87.949,,15.0
2024,British Grand Prix,bottas,92.431,,,16.0
2024,British Grand Prix,kevin_magnussen,92.905,,,17.0
2024,British Grand Prix,ocon,94.557,,,18.0
2024,British Grand Prix,perez,98.348,,,19.0
2024,British Grand Prix,gasly,99.804,,,20.0
2024,Hungarian Grand Prix,norris,77.755,75.54,75.227,1.0
2024,Hungarian Grand Prix,piastri,77.504,75.785,75.249,2.0
2024,Hungarian Grand Prix,max_verstappen,77.087,75.77,75.273,3.0
2024,Hungarian Grand Prix,sainz,77.244,75.885,75.696,4.0
2024,Hungarian Grand Prix,hamilton,77.087,76.307,75.854,5.0
2024,Hungarian Grand Prix,leclerc,77.437,75.891,75.905,6.0
2024,Hungarian Grand Prix,alonso,77.624,76.117,76.043,7.0
2024,Hungarian Grand Prix,stroll,77.405,76.075,76.244,8.0
2024,Hungarian Grand Prix,ricciardo,77.05,76.202,76.447,9.0
2024,Hungarian Grand Prix,tsunoda,77.436,76.121,76.477,10.0
2024,Hungarian Grand Prix,hulkenberg,77.362,76.317,,11.0
2024,Hungarian Grand Prix,bottas,77.487,76.384,,12.0
2024,Hungarian Grand Prix,albon,77.28,76.429,,13.0
2024,Hungarian Grand Prix,sargeant,77.77,76.543,,14.0
2024,Hungarian Grand Prix,kevin_magnussen,77.851,76.548,,15.0
2024,Hungarian Grand Prix,perez,77.886,,,16.0
2024,Hungarian Grand Prix,russell,77.968,,,17.0
2024,Hungarian Grand Prix,zhou,78.037,,,18.0
2024,Hungarian Grand Prix,ocon,78.049,,,19.0
2024,Hungarian Grand Prix,gasly,78.166,,,20.0
2024,Belgian Grand Prix,max_verstappen,114.938,113.837,113.159,1.0
2024,Belgian Grand Prix,leclerc,115.349,114.193,113.754,2.0
2024,Belgian Grand Prix,perez,115.139,114.47,113.765,3.0
2024,Belgian Grand Prix,hamilton,115.692,114.037,113.835,4.0
2024,Belgian Grand Prix,norris,115.582,114.358,113.981,5.0
2024,Belgian Grand Prix,piastri,114.835,114.136,114.027,6.0
2024,Belgian Grand Prix,russell,115.353,114.095,114.184,7.0
2024,Belgian Grand Prix,sainz,115.169,114.112,114.477,8.0
2024,Belgian Grand Prix,alonso,115.489,114.258,114.765,9.0
2024,Belgian Grand Prix,ocon,115.417,114.46,114.81,10.0
2024,Belgian Grand Prix,albon,115.722,114.473,,11.0
2024,Belgian Grand Prix,gasly,114.911,114.635,,12.0
2024,Belgian Grand Prix,ricciardo,115.451,114.682,,13.0
2024,Belgian Grand Prix,bottas,115.531,114.764,,14.0
2024,Belgian Grand Prix,stroll,116.072,115.716,,15.0
2024,Belgian Grand Prix,hulkenberg,116.308,,,16.0
2024,Belgian Grand Prix,kevin_magnussen,116.5,,,17.0
2024,Belgian Grand Prix,tsunoda,116.593,,,18.0
2024,Belgian Grand Prix,sargeant,117.23,,,19.0
2024,Belgian Grand Prix,zhou,117.775,,,20.0
2024,Dutch Grand Prix,norris,71.377,70.496,69.673,1.0
2024,Dutch Grand Prix,max_verstappen,71.393,70.811,70.029,2.0
2024,Dutch Grand Prix,piastri,71.541,70.505,70.172,3.0
2024,Dutch Grand Prix,russell,71.049,70.552,70.244,4.0
2024,Dutch Grand Prix,perez,71.006,70.678,70.416,5.0
2024,Dutch Grand Prix,leclerc,71.37,70.689,70.582,6.0
2024,Dutch Grand Prix,alonso,71.493,70.845,70.633,7.0
2024,Dutch Grand Prix,stroll,71.518,70.661,70.857,8.0
2024,Dutch Grand Prix,gasly,71.718,70.815,70.977,9.0
2024,Dutch Grand Prix,sainz,71.327,70.914,,10.0
2024,Dutch Grand Prix,albon,,70.768,70.653,10.0
2024,Dutch Grand Prix,hamilton,71.375,70.948,,11.0
2024,Dutch Grand Prix,tsunoda,71.603,70.955,,12.0
2024,Dutch Grand Prix,hulkenberg,71.832,71.215,,13.0
2024,Dutch Grand Prix,kevin_magnussen,71.63,71.295,,14.0
2024,Dutch Grand Prix,ricciardo,71.943,,,15.0
2024,Dutch Grand Prix,ocon,71.995,,,16.0
2024,Dutch Grand Prix,bottas,72.168,,,17.0
2024,Dutch Grand Prix,zhou,73.261,,,18.0
2024,Dutch Grand Prix,sargeant,,,,20.0
2024,Italian Grand Prix,norris,79.911,79.727,79.327,1.0
2024,Italian Grand Prix,piastri,80.076,79.808,79.436,2.0
2024,Italian Grand Prix,russell,80.169,79.877,79.44,3.0
2024,Italian Grand Prix,leclerc,80.074,80.007,79.461,4.0
2024,Italian Grand Prix,sainz,80.149,79.799,79.467,5.0
2024,Italian Grand Prix,hamilton,80.477,79.641,79.513,6.0
2024,Italian Grand Prix,max_verstappen,80.226,79.662,80.022,7.0
2024,Italian Grand Prix,perez,80.598,80.216,80.062,8.0
2024,Italian Grand Prix,albon,80.542,80.314,80.299,9.0
2024,Italian Grand Prix,hulkenberg,80.781,80.411,80.339,10.0
2024,Italian Grand Prix,alonso,80.617,80.421,,11.0
2024,Italian Grand Prix,ricciardo,80.901,80.479,,12.0
2024,Italian Grand Prix,kevin_magnussen,80.856,80.698,,13.0
2024,Italian Grand Prix,gasly,80.748,80.738,,14.0
2024,Italian Grand Prix,ocon,80.764,80.766,,15.0
2024,Italian Grand Prix,tsunoda,80.945,,,16.0
2024,Italian Grand Prix,stroll,81.013,,,17.0
2024,Italian Grand Prix,colapinto,81.061,,,18.0
2024,Italian Grand Prix,bottas,81.101,,,19.0
2024,Italian Grand Prix,zhou,81.445,,,20.0
2024,Azerbaijan Grand Prix,leclerc,102.775,102.056,101.365,1.0
2024,Azerbaijan Grand Prix,piastri,103.033,102.598,101.686,2.0
2024,Azerbaijan Grand Prix,sainz,103.357,102.503,101.805,3.0
2024,Azerbaijan Grand Prix,perez,103.213,102.263,101.813,4.0
2024,Azerbaijan Grand Prix,russell,103.139,102.329,101.874,5.0
2024,Azerbaijan Grand Prix,max_verstappen,103.097,102.042,102.023,6.0
2024,Azerbaijan Grand Prix,hamilton,103.089,102.765,102.289,7.0
2024,Azerbaijan Grand Prix,alonso,103.472,102.426,102.369,8.0
2024,Azerbaijan Grand Prix,colapinto,103.138,102.473,102.53,9.0
2024,Azerbaijan Grand Prix,albon,102.899,102.84,102.859,10.0
2024,Azerbaijan Grand Prix,bearman,103.471,102.968,,11.0
2024,Azerbaijan Grand Prix,tsunoda,103.337,103.035,,12.0
2024,Azerbaijan Grand Prix,hulkenberg,103.101,103.191,,13.0
2024,Azerbaijan Grand Prix,stroll,103.37,103.404,,14.0
2024,Azerbaijan Grand Prix,ricciardo,103.547,,,15.0
2024,Azerbaijan Grand Prix,gasly,,103.179,,15.0
2024,Azerbaijan Grand Prix,norris,103.609,,,16.0
2024,Azerbaijan Grand Prix,bottas,103.618,,,17.0
2024,Azerbaijan Grand Prix,zhou,104.246,,,18.0
2024,Azerbaijan Grand Prix,ocon,104.504,,,19.0
2024,Singapore Grand Prix,norris,90.002,90.007,89.525,1.0
2024,Singapore Grand Prix,max_verstappen,90.157,89.68,89.728,2.0
2024,Singapore Grand Prix,hamilton,90.393,89.929,89.841,3.0
2024,Singapore Grand Prix,russell,90.811,90.153,89.867,4.0
2024,Singapore Grand Prix,piastri,90.258,89.64,89.953,5.0
2024,Singapore Grand Prix,hulkenberg,90.724,90.15,90.115,6.0
2024,Singapore Grand Prix,alonso,90.684,90.45,90.214,7.0
2024,Singapore Grand Prix,tsunoda,90.716,90.289,90.354,8.0
2024,Singapore Grand Prix,leclerc,90.786,89.747,,9.0
2024,Singapore Grand Prix,sainz,90.67,90.108,,10.0
2024,Singapore Grand Prix,albon,90.679,90.474,,11.0
2024,Singapore Grand Prix,colapinto,90.704,90.481,,12.0
2024,Singapore Grand Prix,perez,90.624,90.579,,13.0
2024,Singapore Grand Prix,kevin_magnussen,90.829,90.653,,14.0
2024,Singapore Grand Prix,ocon,90.958,90.769,,15.0
2024,Singapore Grand Prix,ricciardo,91.085,,,16.0
2024,Singapore Grand Prix,stroll,91.094,,,17.0
2024,Singapore Grand Prix,gasly,91.312,,,18.0
2024,Singapore Grand Prix,bottas,91.572,,,19.0
2024,Singapore Grand Prix,zhou,92.054,,,20.0
2024,United States Grand Prix,norris,93.616,92.851,92.33,1.0
2024,United States Grand Prix,max_verstappen,93.046,92.584,92.361,2.0
2024,United States Grand Prix,sainz,93.556,92.836,92.652,3.0
2024,United States Grand Prix,leclerc,93.241,92.962,92.74,4.0
2024,United States Grand Prix,piastri,93.864,93.057,92.95,5.0
2024,United States Grand Prix,russell,93.536,93.142,92.974,6.0
2024,United States Grand Prix,gasly,93.55,93.162,93.018,7.0
2024,United States Grand Prix,alonso,93.973,93.429,93.309,8.0
2024,United States Grand Prix,kevin_magnussen,93.564,93.474,93.481,9.0
2024,United States Grand Prix,perez,93.611,93.02,,10.0
2024,United States Grand Prix,tsunoda,93.795,93.506,,11.0
2024,United States Grand Prix,hulkenberg,93.601,93.544,,12.0
2024,United States Grand Prix,ocon,93.986,93.597,,13.0
2024,United States Grand Prix,stroll,94.033,93.759,,14.0
2024,United States Grand Prix,lawson,93.339,,,15.0
2024,United States Grand Prix,albon,94.051,,,16.0
2024,United States Grand Prix,colapinto,94.062,,,17.0
2024,United States Grand Prix,bottas,94.152,,,18.0
2024,United States Grand Prix,hamilton,94.154,,,19.0
2024,United States Grand Prix,zhou,94.228,,,20.0
2024,Mexico City Grand Prix,sainz,76.778,76.515,75.946,1.0
2024,Mexico City Grand Prix,max_verstappen,76.803,76.514,76.171,2.0
2024,Mexico City Grand Prix,norris,76.505,76.301,76.26,3.0
2024,Mexico City Grand Prix,leclerc,76.972,76.641,76.265,4.0
2024,Mexico City Grand Prix,russell,77.194,76.937,76.356,5.0
2024,Mexico City Grand Prix,hamilton,77.306,76.973,76.651,6.0
2024,Mexico City Grand Prix,kevin_magnussen,77.125,77.003,76.886,7.0
2024,Mexico City Grand Prix,gasly,77.149,77.048,76.892,8.0
2024,Mexico City Grand Prix,albon,77.189,76.988,77.065,9.0
2024,Mexico City Grand Prix,hulkenberg,77.186,76.995,77.365,10.0
2024,Mexico City Grand Prix,tsunoda,77.182,77.129,,11.0
2024,Mexico City Grand Prix,lawson,77.38,77.162,,12.0
2024,Mexico City Grand Prix,alonso,77.307,77.168,,13.0
2024,Mexico City Grand Prix,stroll,77.407,77.294,,14.0
2024,Mexico City Grand Prix,bottas,77.393,77.817,,15.0
2024,Mexico City Grand Prix,colapinto,77.558,,,16.0
2024,Mexico City Grand Prix,piastri,77.597,,,17.0
2024,Mexico City Grand Prix,perez,77.611,,,18.0
2024,Mexico City Grand Prix,ocon,77.617,,,19.0
2024,Mexico City Grand Prix,zhou,78.072,,,20.0
2024,São Paulo Grand Prix,norris,90.944,84.844,83.405,1.0
2024,São Paulo Grand Prix,russell,89.121,86.307,83.578,2.0
2024,São Paulo Grand Prix,tsunoda,89.172,86.464,84.111,3.0
2024,São Paulo Grand Prix,ocon,89.171,86.206,84.475,4.0
2024,São Paulo Grand Prix,lawson,90.758,85.654,84.484,5.0
2024,São Paulo Grand Prix,leclerc,89.839,86.097,84.525,6.0
2024,São Paulo Grand Prix,albon,89.072,84.657,84.657,7.0
2024,São Paulo Grand Prix,piastri,90.114,84.686,84.686,8.0
2024,São Paulo Grand Prix,alonso,90.207,88.998,88.998,9.0
2024,São Paulo Grand Prix,stroll,90.58,86.334,,10.0
2024,São Paulo Grand Prix,bottas,90.633,86.472,,11.0
2024,São Paulo Grand Prix,max_verstappen,88.522,87.771,,12.0
2024,São Paulo Grand Prix,perez,90.035,88.158,,13.0
2024,São Paulo Grand Prix,sainz,90.303,89.406,,14.0
2024,São Paulo Grand Prix,gasly,89.42,89.614,,15.0
2024,São Paulo Grand Prix,hamilton,91.15,,,16.0
2024,São Paulo Grand Prix,bearman,91.229,,,17.0
2024,São Paulo Grand Prix,colapinto,91.27,,,18.0
2024,São Paulo Grand Prix,hulkenberg,91.623,,,19.0
2024,São Paulo Grand Prix,zhou,92.263,,,20.0
2024,Las Vegas Grand Prix,russell,93.186,92.779,92.312,1.0
2024,Las Vegas Grand Prix,sainz,93.484,92.711,92.41,2.0
2024,Las Vegas Grand Prix,gasly,93.691,92.879,92.664,3.0
2024,Las Vegas Grand Prix,leclerc,93.446,93.016,92.783,4.0
2024,Las Vegas Grand Prix,max_verstappen,93.299,93.085,92.797,5.0
2024,Las Vegas Grand Prix,norris,93.592,93.099,93.008,6.0
2024,Las Vegas Grand Prix,tsunoda,93.789,93.089,93.029,7.0
2024,Las Vegas Grand Prix,piastri,93.45,93.024,93.033,8.0
2024,Las Vegas Grand Prix,hulkenberg,93.92,93.114,93.062,9.0
2024,Las Vegas Grand Prix,hamilton,93.225,92.567,108.106,10.0
2024,Las Vegas Grand Prix,ocon,93.968,93.221,,11.0
2024,Las Vegas Grand Prix,kevin_magnussen,93.991,93.297,,12.0
2024,Las Vegas Grand Prix,zhou,94.079,93.566,,13.0
2024,Las Vegas Grand Prix,colapinto,93.746,93.749,,14.0
2024,Las Vegas Grand Prix,lawson,94.087,94.257,,15.0
2024,Las Vegas Grand Prix,perez,94.155,,,16.0
2024,Las Vegas Grand Prix,alonso,94.258,,,17.0
2024,Las Vegas Grand Prix,albon,94.425,,,18.0
2024,Las Vegas Grand Prix,bottas,94.43,,,19.0
2024,Las Vegas Grand Prix,stroll,94.484,,,20.0
2024,Qatar Grand Prix,max_verstappen,81.579,80.687,80.52,1.0
2024,Qatar Grand Prix,russell,81.241,81.069,80.575,2.0
2024,Qatar Grand Prix,norris,81.578,80.983,80.772,3.0
2024,Qatar Grand Prix,piastri,81.821,81.121,80.829,4.0
2024,Qatar Grand Prix,leclerc,81.278,81.0,80.852,5.0
2024,Qatar Grand Prix,hamilton,81.637,81.095,81.011,6.0
2024,Qatar Grand Prix,sainz,81.447,81.199,81.041,7.0
2024,Qatar Grand Prix,alonso,81.608,81.208,81.251,8.0
2024,Qatar Grand Prix,perez,81.675,81.425,81.425,9.0
2024,Qatar Grand Prix,kevin_magnussen,81.891,81.387,81.5,10.0
2024,Qatar Grand Prix,gasly,81.843,81.437,,11.0
2024,Qatar Grand Prix,zhou,82.103,81.501,,12.0
2024,Qatar Grand Prix,bottas,81.927,81.731,,13.0
2024,Qatar Grand Prix,tsunoda,82.364,81.771,,14.0
2024,Qatar Grand Prix,stroll,82.011,81.911,,15.0
2024,Qatar Grand Prix,albon,82.39,,,16.0
2024,Qatar Grand Prix,lawson,82.411,,,17.0
2024,Qatar Grand Prix,hulkenberg,82.442,,,18.0
2024,Qatar Grand Prix,colapinto,82.594,,,19.0
2024,Qatar Grand Prix,ocon,82.714,,,20.0
2024,Abu Dhabi Grand Prix,norris,83.682,83.098,82.595,1.0
2024,Abu Dhabi Grand Prix,piastri,83.64,83.199,82.804,2.0
2024,Abu Dhabi Grand Prix,sainz,83.487,82.985,82.824,3.0
2024,Abu Dhabi Grand Prix,hulkenberg,83.722,83.04,82.886,4.0
2024,Abu Dhabi Grand Prix,max_verstappen,83.516,82.998,82.945,5.0
2024,Abu Dhabi Grand Prix,gasly,83.548,83.086,82.984,6.0
2024,Abu Dhabi Grand Prix,russell,83.678,83.283,83.132,7.0
2024,Abu Dhabi Grand Prix,alonso,83.794,83.268,83.196,8.0
2024,Abu Dhabi Grand Prix,bottas,83.481,83.341,83.204,9.0
2024,Abu Dhabi Grand Prix,perez,83.559,83.379,83.264,10.0
2024,Abu Dhabi Grand Prix,tsunoda,83.735,83.419,,11.0
2024,Abu Dhabi Grand Prix,lawson,83.733,83.472,,12.0
2024,Abu Dhabi Grand Prix,stroll,83.729,83.784,,13.0
2024,Abu Dhabi Grand Prix,leclerc,83.302,83.833,,14.0
2024,Abu Dhabi Grand Prix,kevin_magnussen,83.632,83.877,,15.0
2024,Abu Dhabi Grand Prix,albon,83.821,,,16.0
2024,Abu Dhabi Grand Prix,zhou,83.88,,,17.0
2024,Abu Dhabi Grand Prix,hamilton,83.887,,,18.0
2024,Abu Dhabi Grand Prix,colapinto,83.912,,,19.0
2024,Abu Dhabi Grand Prix,doohan,84.105,,,20.0
